1945521422,POINT(-113.5739099 37.1100679),Nielsen's Frozen Custard
1956113541,POINT(-113.5834717 37.1101686),George's
1962204016,POINT(-113.5864063 37.1103641),Irmita's
1974037861,POINT(-113.5873321 37.0827565),Haven
1983025890,POINT(-111.8876784 40.7271834),Salt Lake County Cafeteria
2055571660,POINT(-112.0243851 40.7041716),Chili's
2055651227,POINT(-112.0255547 40.7085244),La Fountain
2055653491,POINT(-112.0257102 40.7088497),Thai This
2055656426,POINT(-112.0256029 40.7034493),IHOP
2104715125,POINT(-112.2961979 40.5499995),Osaka Sushi
2104857373,POINT(-111.5019151 40.6619276),Silver King Coffee
2140780670,POINT(-111.8656481 40.750147),Pago
2157846988,POINT(-111.9775892 41.2246943),Junction Café
2162876495,POINT(-111.6591823 40.5810149),Lodge Bistro
2211697127,POINT(-111.858744 40.771528),Cucina Deli
2229621592,POINT(-111.8533648 40.7501045),Java Jo's
2270170063,POINT(-113.6243017 37.1242061),Pizza Factory
2270170085,POINT(-113.6222846 37.1234533),Hungry Howie's Pizza
2274368759,POINT(-111.9059138 40.9859451),Panda Express
2274368760,POINT(-111.9060422 40.9858095),Roxberry
2281626942,POINT(-111.906127 40.9857132),Subway
2281645719,POINT(-111.9062235 40.9853204),Cafe Zupas
2281726544,POINT(-111.906769 40.982789),Settebello
2281726546,POINT(-111.9084978 40.9858541),Starbucks
2285164191,POINT(-111.9065292 40.9827333),Johnny Rockets
2285164193,POINT(-111.907234 40.9827865),ParkStone
2288201853,POINT(-111.8730497 40.7571463),Desert Edge Brew pub
2304229008,POINT(-111.9079775 40.985293),The Habit Burger Grill
2309194883,POINT(-113.6011457 37.1251263),Russo's New York Style Pizza
2309194892,POINT(-113.6011915 37.1249511),Costa Vida
2309194893,POINT(-113.6017466 37.125661),Wing Nuts
2313807280,POINT(-113.5224314 37.1254555),Freddy's Frozen Custard & Steakburgers
2316401676,POINT(-111.987237 41.1854774),Cafe Zupas
2322656197,POINT(-113.5215621 37.1261567),Dickey's Barbecue Pit
2325996294,POINT(-111.8324894 41.7572279),Buffalo Wild Wings
2325996299,POINT(-111.8331331 41.7572319),Texas Roadhouse
2326325687,POINT(-111.8508009 40.6241123),Cafe Rio
2326325688,POINT(-111.8505177 40.6252529),Panda Express
2326325689,POINT(-111.8515211 40.6256392),Chipotle
2326325690,POINT(-111.8523758 40.6254825),Paradise Bakery
2326325691,POINT(-111.8552997 40.6230737),Applebee's
2326325692,POINT(-111.8565632 40.6204129),In N Out Burger
2326325693,POINT(-111.8563781 40.621048),Starbucks
2326325694,POINT(-111.8563682 40.6211772),Einstein's
2326325695,POINT(-111.8563732 40.6211266),Quizno's
2326325696,POINT(-111.8583826 40.6211117),The Pie Pizzaria
2326325697,POINT(-111.8592379 40.6208545),Teriyaki Grill
2326325700,POINT(-111.859276 40.6207801),Jamba Juice
2326325719,POINT(-111.8615356 40.6233385),Chick Fil A
2326325724,POINT(-111.8619212 40.6225285),Chili's
2326325730,POINT(-111.8601862 40.6240361),Five Guys
2326325736,POINT(-111.8603308 40.6241276),Pei Wei
2326325741,POINT(-111.8637732 40.6235162),Wild Buffalo Wings
2326325748,POINT(-111.8639384 40.622923),Longhorns Steakhouse
2326325753,POINT(-111.8664962 40.6226252),McDonald's
2326325765,POINT(-111.8666149 40.6208317),Lonestar Steakhouse
2326325772,POINT(-111.8655436 40.6234998),Wendy's
2326325776,POINT(-111.8654128 40.622891),Weinerschnitzl
2326325779,POINT(-111.8675932 40.622408),Sonic
2326325783,POINT(-111.8684366 40.6223506),Hires
2326325786,POINT(-111.8703919 40.6216477),Arby's
2326325789,POINT(-111.8716621 40.6211408),Burger King
2326325793,POINT(-111.8707912 40.622327),Pizza Pie Cafe
2326325796,POINT(-111.8347195 40.6259272),KFC
2326325802,POINT(-111.8352429 40.6240978),Taco Bell
2326325810,POINT(-111.8338663 40.6233715),Sonic
2326325814,POINT(-111.8547045 40.6249588),Carl's Jr
2326325817,POINT(-111.8551455 40.6236419),Denny's
2326325820,POINT(-111.8626273 40.6223956),Firehouse Subs
2326348545,POINT(-111.8333699 40.6389039),Subway
2326348546,POINT(-111.8371947 40.625052),Cancun Cafe
2326348548,POINT(-111.8381174 40.6240728),Papa John's
2326348553,POINT(-111.8243335 40.6245858),La Cocina
2327589745,POINT(-111.8930078 40.7657194),Blue Iguana
2327590568,POINT(-111.8961192 40.7647992),J Wong's 
2327628342,POINT(-111.8908431 40.7615891),Maxwell's East Coast Eatery
2327628354,POINT(-111.8943917 40.7696196),JB's
2327628373,POINT(-111.8904113 40.7574222),Garden Cafe
2327628379,POINT(-111.8913795 40.761835),The Melting Pot
2327628388,POINT(-111.8908301 40.7654736),Lamb's Grill
2327628392,POINT(-111.9044258 40.7629808),Rio Grande Cafe
2327628397,POINT(-111.8707185 40.7596611),Ruby River
2327628409,POINT(-111.8851273 40.7581943),Canella's
2327642636,POINT(-111.8706488 40.7600593),Hires Big H
2327642665,POINT(-111.8756913 40.7603356),Cafe Rio
2327642680,POINT(-111.8722205 40.7603844),Chili's
2327642683,POINT(-111.8744468 40.7609776),Burger King
2327648123,POINT(-111.9032081 40.7656542),Costa Vida
2327648124,POINT(-111.9029774 40.7652012),Biaggi's Ristorante Italiano
2327648125,POINT(-111.903243 40.7659326),Applebee's
2327648126,POINT(-111.9030659 40.7659021),California Pizza Kitchen
2327648127,POINT(-111.9029962 40.7654511),La Jolla Groves
2327648128,POINT(-111.9031169 40.7659732),Tucano's Brazilian Grill
2327648129,POINT(-111.9032081 40.7656542),Costa Vida
2327648130,POINT(-111.9029774 40.7652012),Biaggi's Ristorante Italiano
2327648131,POINT(-111.903243 40.7659326),Applebee's
2327648132,POINT(-111.9030659 40.7659021),California Pizza Kitchen
